merchant_id,Risk_Score,Total_Trans
1308,0.9411764705882353,15
44927,0.9230769230769231,11
73271,0.9166666666666666,10
38337,0.875,6
81795,0.875,6
48126,0.875,6
75917,0.875,6
38568,0.8571428571428571,5
8942,0.8571428571428571,5
15326,0.8571428571428571,5
89943,0.8571428571428571,5
72723,0.8333333333333334,4
25932,0.8333333333333334,4
4705,0.8333333333333334,22
29214,0.8333333333333334,10
77130,0.8235294117647058,15
66876,0.8,8
73205,0.8,3
49919,0.8,8
59875,0.8,3
52897,0.8,3
65241,0.8,3
41354,0.8,3
54603,0.8,3
18267,0.7777777777777778,7
55854,0.7692307692307693,11
74211,0.75,2
35917,0.75,2
3531,0.75,2
91972,0.75,14
77570,0.75,2
62988,0.75,2
15950,0.75,2
46609,0.75,2
65330,0.75,10
4153,0.75,6
67764,0.75,2
36700,0.75,6
83142,0.75,2
11911,0.75,2
5533,0.75,2
17275,0.71875,30
56107,0.7142857142857143,5
53041,0.7142857142857143,19
36617,0.7142857142857143,5
99644,0.6666666666666666,1
5763,0.6666666666666666,1
83982,0.6666666666666666,1
96692,0.6666666666666666,1
1175,0.6666666666666666,1
11570,0.6666666666666666,1
18768,0.6666666666666666,1
49909,0.6666666666666666,4
4694,0.6666666666666666,1
1017,0.6666666666666666,1
68657,0.6666666666666666,1
74450,0.6666666666666666,1
49710,0.6666666666666666,1
67075,0.6666666666666666,1
94053,0.6666666666666666,1
91352,0.6666666666666666,1
25199,0.6666666666666666,1
5252,0.6666666666666666,1
13096,0.6666666666666666,1
73922,0.6666666666666666,1
56977,0.6666666666666666,1
2842,0.6666666666666666,1
11470,0.6666666666666666,1
8787,0.6666666666666666,1
3109,0.6666666666666666,1
60779,0.6666666666666666,4
92215,0.6666666666666666,1
62194,0.6666666666666666,1
62613,0.6666666666666666,1
53816,0.6666666666666666,1
70899,0.6666666666666666,1
76239,0.6666666666666666,1
9292,0.6666666666666666,1
45399,0.6666666666666666,1
84902,0.6666666666666666,1
7535,0.6666666666666666,1
23531,0.6666666666666666,1
21281,0.6666666666666666,1
42356,0.6428571428571429,12
18344,0.625,6
39253,0.625,6
20663,0.625,6
23722,0.6,3
48982,0.6,3
82867,0.6,3
46045,0.6,3
71507,0.6,3
98272,0.5714285714285714,5
99510,0.5714285714285714,12
38755,0.5714285714285714,5
97291,0.5555555555555556,7
48912,0.5,2
81894,0.5,2
16266,0.5,4
84970,0.5,2
54572,0.5,2
12745,0.5,2
25473,0.5,2
23017,0.5,2
94198,0.5,2
92895,0.5,2
71378,0.4,8
11973,0.4,3
60526,0.375,6
91446,0.36363636363636365,9
59539,0.3333333333333333,1
59348,0.3333333333333333,1
59287,0.3333333333333333,1
59248,0.3333333333333333,1
66916,0.3333333333333333,1
59577,0.3333333333333333,1
66987,0.3333333333333333,1
59220,0.3333333333333333,1
59150,0.3333333333333333,1
59117,0.3333333333333333,1
59110,0.3333333333333333,1
59033,0.3333333333333333,1
59574,0.3333333333333333,1
66875,0.3333333333333333,1
66884,0.3333333333333333,1
59021,0.3333333333333333,1
59799,0.3333333333333333,1
59804,0.3333333333333333,1
66652,0.3333333333333333,1
60296,0.3333333333333333,1
60381,0.3333333333333333,1
60399,0.3333333333333333,1
66605,0.3333333333333333,1
60418,0.3333333333333333,1
60569,0.3333333333333333,1
66500,0.3333333333333333,1
60813,0.3333333333333333,1
60849,0.3333333333333333,1
60920,0.3333333333333333,1
67218,0.3333333333333333,1
58816,0.3333333333333333,1
58973,0.3333333333333333,1
57885,0.3333333333333333,1
58014,0.3333333333333333,1
57939,0.3333333333333333,1
57935,0.3333333333333333,1
57925,0.3333333333333333,1
67371,0.3333333333333333,1
57902,0.3333333333333333,1
57854,0.3333333333333333,1
58938,0.3333333333333333,1
57787,0.3333333333333333,1
57710,0.3333333333333333,1
67468,0.3333333333333333,1
67598,0.3333333333333333,1
67675,0.3333333333333333,1
57668,0.3333333333333333,1
58069,0.3333333333333333,1
67370,0.3333333333333333,1
58185,0.3333333333333333,1
58280,0.3333333333333333,1
67361,0.3333333333333333,1
67327,0.3333333333333333,1
58284,0.3333333333333333,1
58341,0.3333333333333333,1
67321,0.3333333333333333,1
67306,0.3333333333333333,1
58690,0.3333333333333333,1
67302,0.3333333333333333,1
58691,0.3333333333333333,1
58749,0.3333333333333333,1
67282,0.3333333333333333,1
58773,0.3333333333333333,1
61326,0.3333333333333333,1
61111,0.3333333333333333,1
66442,0.3333333333333333,1
61353,0.3333333333333333,1
63453,0.3333333333333333,1
64859,0.3333333333333333,1
64910,0.3333333333333333,1
63837,0.3333333333333333,1
64979,0.3333333333333333,1
63646,0.3333333333333333,1
63621,0.3333333333333333,1
65041,0.3333333333333333,1
65361,0.3333333333333333,1
63160,0.3333333333333333,1
65072,0.3333333333333333,1
65211,0.3333333333333333,1
63131,0.3333333333333333,1
63111,0.3333333333333333,1
63016,0.3333333333333333,1
63916,0.3333333333333333,1
57589,0.3333333333333333,1
64830,0.3333333333333333,1
63945,0.3333333333333333,1
64820,0.3333333333333333,1
63983,0.3333333333333333,1
64072,0.3333333333333333,1
64641,0.3333333333333333,1
64167,0.3333333333333333,1
64616,0.3333333333333333,1
64535,0.3333333333333333,1
64192,0.3333333333333333,1
64311,0.3333333333333333,1
64372,0.3333333333333333,1
64493,0.3333333333333333,1
64479,0.3333333333333333,1
64433,0.3333333333333333,1
63000,0.3333333333333333,1
65640,0.3333333333333333,1
61382,0.3333333333333333,1
61530,0.3333333333333333,1
62052,0.3333333333333333,10
65818,0.3333333333333333,1
61935,0.3333333333333333,1
61857,0.3333333333333333,1
61669,0.3333333333333333,1
65855,0.3333333333333333,1
65866,0.3333333333333333,1
62966,0.3333333333333333,1
66332,0.3333333333333333,1
66409,0.3333333333333333,1
61481,0.3333333333333333,1
66430,0.3333333333333333,1
66440,0.3333333333333333,1
64437,0.3333333333333333,1
65807,0.3333333333333333,1
62337,0.3333333333333333,1
62494,0.3333333333333333,1
65779,0.3333333333333333,1
62719,0.3333333333333333,1
62746,0.3333333333333333,1
62818,0.3333333333333333,1
62836,0.3333333333333333,1
65767,0.3333333333333333,1
62853,0.3333333333333333,1
62875,0.3333333333333333,1
62889,0.3333333333333333,1
65728,0.3333333333333333,1
62937,0.3333333333333333,1
65702,0.3333333333333333,1
62956,0.3333333333333333,1
65655,0.3333333333333333,1
48056,0.3333333333333333,1
55315,0.3333333333333333,1
57420,0.3333333333333333,1
49957,0.3333333333333333,1
47863,0.3333333333333333,1
47860,0.3333333333333333,1
47801,0.3333333333333333,1
47771,0.3333333333333333,1
47703,0.3333333333333333,1
47537,0.3333333333333333,1
47360,0.3333333333333333,1
47344,0.3333333333333333,1
47304,0.3333333333333333,1
47302,0.3333333333333333,1
47242,0.3333333333333333,1
47183,0.3333333333333333,1
46920,0.3333333333333333,1
46910,0.3333333333333333,1
46859,0.3333333333333333,1
46835,0.3333333333333333,1
46790,0.3333333333333333,1
46619,0.3333333333333333,1
46581,0.3333333333333333,1
47954,0.3333333333333333,1
54,0.3333333333333333,1
48213,0.3333333333333333,1
49014,0.3333333333333333,1
49817,0.3333333333333333,1
49815,0.3333333333333333,1
49801,0.3333333333333333,1
49719,0.3333333333333333,1
49716,0.3333333333333333,1
49542,0.3333333333333333,1
49527,0.3333333333333333,1
49440,0.3333333333333333,1
48888,0.3333333333333333,1
48276,0.3333333333333333,1
48866,0.3333333333333333,1
48833,0.3333333333333333,1
48812,0.3333333333333333,1
48784,0.3333333333333333,1
48732,0.3333333333333333,1
48645,0.3333333333333333,1
48524,0.3333333333333333,1
48515,0.3333333333333333,1
46510,0.3333333333333333,1
46464,0.3333333333333333,1
46335,0.3333333333333333,1
42880,0.3333333333333333,1
43771,0.3333333333333333,1
43700,0.3333333333333333,1
43652,0.3333333333333333,1
43509,0.3333333333333333,1
43432,0.3333333333333333,1
43410,0.3333333333333333,1
43275,0.3333333333333333,1
43143,0.3333333333333333,1
42812,0.3333333333333333,1
44079,0.3333333333333333,1
42760,0.3333333333333333,1
42747,0.3333333333333333,1
42711,0.3333333333333333,1
42668,0.3333333333333333,1
42560,0.3333333333333333,1
42526,0.3333333333333333,1
42476,0.3333333333333333,1
42333,0.3333333333333333,1
44037,0.3333333333333333,1
44093,0.3333333333333333,1
46214,0.3333333333333333,1
45188,0.3333333333333333,1
46182,0.3333333333333333,1
46157,0.3333333333333333,1
46103,0.3333333333333333,1
46008,0.3333333333333333,1
46006,0.3333333333333333,1
45637,0.3333333333333333,1
45488,0.3333333333333333,1
45421,0.3333333333333333,1
44870,0.3333333333333333,1
44242,0.3333333333333333,1
44825,0.3333333333333333,1
44668,0.3333333333333333,1
44599,0.3333333333333333,1
44519,0.3333333333333333,1
44464,0.3333333333333333,1
44379,0.3333333333333333,1
44336,0.3333333333333333,1
44287,0.3333333333333333,1
49912,0.3333333333333333,1
50004,0.3333333333333333,1
57387,0.3333333333333333,1
50185,0.3333333333333333,1
55127,0.3333333333333333,1
54959,0.3333333333333333,1
54892,0.3333333333333333,1
54860,0.3333333333333333,1
54826,0.3333333333333333,1
54702,0.3333333333333333,1
54483,0.3333333333333333,1
54433,0.3333333333333333,1
54363,0.3333333333333333,1
54288,0.3333333333333333,1
54218,0.3333333333333333,1
54075,0.3333333333333333,1
54029,0.3333333333333333,1
54009,0.3333333333333333,1
53886,0.3333333333333333,1
53882,0.3333333333333333,1
53881,0.3333333333333333,1
53871,0.3333333333333333,1
53842,0.3333333333333333,1
55156,0.3333333333333333,1
67928,0.3333333333333333,1
55379,0.3333333333333333,1
56318,0.3333333333333333,1
56857,0.3333333333333333,1
56791,0.3333333333333333,1
56692,0.3333333333333333,1
56618,0.3333333333333333,1
56564,0.3333333333333333,1
56502,0.3333333333333333,1
56500,0.3333333333333333,1
56355,0.3333333333333333,1
56275,0.3333333333333333,1
55650,0.3333333333333333,1
56242,0.3333333333333333,1
56185,0.3333333333333333,1
56163,0.3333333333333333,1
55986,0.3333333333333333,1
55972,0.3333333333333333,1
55853,0.3333333333333333,1
55813,0.3333333333333333,1
55738,0.3333333333333333,1
53649,0.3333333333333333,1
53644,0.3333333333333333,1
53599,0.3333333333333333,1
51052,0.3333333333333333,1
51676,0.3333333333333333,1
51634,0.3333333333333333,1
51615,0.3333333333333333,1
51481,0.3333333333333333,1
51474,0.3333333333333333,1
51381,0.3333333333333333,1
51350,0.3333333333333333,1
51133,0.3333333333333333,1
51046,0.3333333333333333,1
51797,0.3333333333333333,1
50839,0.3333333333333333,1
50616,0.3333333333333333,1
50584,0.3333333333333333,1
50563,0.3333333333333333,1
50537,0.3333333333333333,1
50504,0.3333333333333333,1
50487,0.3333333333333333,1
50227,0.3333333333333333,1
51744,0.3333333333333333,1
52088,0.3333333333333333,1
53593,0.3333333333333333,1
53016,0.3333333333333333,1
53565,0.3333333333333333,1
53539,0.3333333333333333,1
53501,0.3333333333333333,1
53417,0.3333333333333333,1
53360,0.3333333333333333,1
53303,0.3333333333333333,1
53270,0.3333333333333333,1
53202,0.3333333333333333,1
52841,0.3333333333333333,1
52192,0.3333333333333333,1
52717,0.3333333333333333,1
52666,0.3333333333333333,1
52571,0.3333333333333333,1
52554,0.3333333333333333,1
52493,0.3333333333333333,1
52458,0.3333333333333333,1
52359,0.3333333333333333,1
52212,0.3333333333333333,1
67786,0.3333333333333333,1
70701,0.3333333333333333,1
68087,0.3333333333333333,1
88149,0.3333333333333333,1
89769,0.3333333333333333,1
89757,0.3333333333333333,1
89525,0.3333333333333333,1
89453,0.3333333333333333,1
89412,0.3333333333333333,1
89407,0.3333333333333333,1
89207,0.3333333333333333,1
89078,0.3333333333333333,1
88949,0.3333333333333333,1
88815,0.3333333333333333,1
88783,0.3333333333333333,1
88619,0.3333333333333333,1
88613,0.3333333333333333,1
88549,0.3333333333333333,1
88505,0.3333333333333333,1
88417,0.3333333333333333,1
88390,0.3333333333333333,1
88284,0.3333333333333333,1
88164,0.3333333333333333,1
89802,0.3333333333333333,1
89808,0.3333333333333333,1
89888,0.3333333333333333,1
90580,0.3333333333333333,1
91318,0.3333333333333333,1
91291,0.3333333333333333,1
91247,0.3333333333333333,1
91223,0.3333333333333333,1
91072,0.3333333333333333,1
90954,0.3333333333333333,1
90924,0.3333333333333333,1
90855,0.3333333333333333,1
90535,0.3333333333333333,1
89931,0.3333333333333333,1
90516,0.3333333333333333,1
90465,0.3333333333333333,1
90440,0.3333333333333333,1
90371,0.3333333333333333,1
90326,0.3333333333333333,1
90245,0.3333333333333333,1
90098,0.3333333333333333,1
89934,0.3333333333333333,1
88162,0.3333333333333333,1
87938,0.3333333333333333,1
91628,0.3333333333333333,1
87936,0.3333333333333333,1
85369,0.3333333333333333,1
85323,0.3333333333333333,1
85243,0.3333333333333333,1
85177,0.3333333333333333,1
85072,0.3333333333333333,1
84929,0.3333333333333333,1
84910,0.3333333333333333,1
84887,0.3333333333333333,1
84468,0.3333333333333333,1
84389,0.3333333333333333,1
84385,0.3333333333333333,1
84382,0.3333333333333333,1
84290,0.3333333333333333,1
84191,0.3333333333333333,1
84159,0.3333333333333333,1
84100,0.3333333333333333,1
84078,0.3333333333333333,1
83996,0.3333333333333333,1
83837,0.3333333333333333,1
85373,0.3333333333333333,1
85528,0.3333333333333333,1
85691,0.3333333333333333,1
86725,0.3333333333333333,1
87934,0.3333333333333333,1
87698,0.3333333333333333,1
87378,0.3333333333333333,1
87300,0.3333333333333333,1
87184,0.3333333333333333,1
87176,0.3333333333333333,1
87013,0.3333333333333333,1
86853,0.3333333333333333,1
86645,0.3333333333333333,1
85853,0.3333333333333333,1
86444,0.3333333333333333,1
86418,0.3333333333333333,1
86378,0.3333333333333333,1
86210,0.3333333333333333,1
86123,0.3333333333333333,1
86086,0.3333333333333333,1
85939,0.3333333333333333,1
85926,0.3333333333333333,1
91431,0.3333333333333333,1
91677,0.3333333333333333,1
68151,0.3333333333333333,1
96015,0.3333333333333333,1
97302,0.3333333333333333,1
97278,0.3333333333333333,1
97178,0.3333333333333333,1
97110,0.3333333333333333,1
96972,0.3333333333333333,1
96914,0.3333333333333333,1
96803,0.3333333333333333,1
96786,0.3333333333333333,1
96757,0.3333333333333333,1
96751,0.3333333333333333,1
96675,0.3333333333333333,1
96610,0.3333333333333333,1
96492,0.3333333333333333,1
96428,0.3333333333333333,1
96409,0.3333333333333333,1
96294,0.3333333333333333,1
96247,0.3333333333333333,1
96210,0.3333333333333333,1
96149,0.3333333333333333,1
97314,0.3333333333333333,1
97342,0.3333333333333333,1
97583,0.3333333333333333,1
98669,0.3333333333333333,1
99588,0.3333333333333333,1
99372,0.3333333333333333,1
99261,0.3333333333333333,1
99083,0.3333333333333333,1
99030,0.3333333333333333,1
98777,0.3333333333333333,1
98758,0.3333333333333333,1
98749,0.3333333333333333,1
98484,0.3333333333333333,1
97614,0.3333333333333333,1
98449,0.3333333333333333,1
98374,0.3333333333333333,1
98259,0.3333333333333333,1
98040,0.3333333333333333,1
97925,0.3333333333333333,1
97774,0.3333333333333333,1
97685,0.3333333333333333,1
97629,0.3333333333333333,1
96052,0.3333333333333333,1
95877,0.3333333333333333,1
91740,0.3333333333333333,1
95786,0.3333333333333333,1
94035,0.3333333333333333,1
93947,0.3333333333333333,1
93916,0.3333333333333333,1
93794,0.3333333333333333,1
93330,0.3333333333333333,1
92980,0.3333333333333333,1
92928,0.3333333333333333,1
92464,0.3333333333333333,1
92443,0.3333333333333333,1
92426,0.3333333333333333,1
92417,0.3333333333333333,1
92365,0.3333333333333333,1
92301,0.3333333333333333,1
92170,0.3333333333333333,1
92088,0.3333333333333333,1
92057,0.3333333333333333,1
91960,0.3333333333333333,1
91881,0.3333333333333333,1
91828,0.3333333333333333,1
94047,0.3333333333333333,1
94249,0.3333333333333333,1
94348,0.3333333333333333,1
94747,0.3333333333333333,1
95750,0.3333333333333333,1
95577,0.3333333333333333,1
95377,0.3333333333333333,1
95339,0.3333333333333333,1
95302,0.3333333333333333,1
95186,0.3333333333333333,1
95111,0.3333333333333333,1
95105,0.3333333333333333,1
94722,0.3333333333333333,1
94371,0.3333333333333333,1
94669,0.3333333333333333,1
94643,0.3333333333333333,1
94514,0.3333333333333333,1
94513,0.3333333333333333,1
94493,0.3333333333333333,1
94482,0.3333333333333333,1
94454,0.3333333333333333,1
94438,0.3333333333333333,1
83636,0.3333333333333333,1
83613,0.3333333333333333,1
83590,0.3333333333333333,1
72196,0.3333333333333333,1
73987,0.3333333333333333,1
73933,0.3333333333333333,1
73853,0.3333333333333333,1
73527,0.3333333333333333,1
73480,0.3333333333333333,1
73417,0.3333333333333333,1
73234,0.3333333333333333,1
73219,0.3333333333333333,1
73215,0.3333333333333333,1
73182,0.3333333333333333,1
73171,0.3333333333333333,1
73152,0.3333333333333333,1
73119,0.3333333333333333,1
72886,0.3333333333333333,1
72784,0.3333333333333333,1
72680,0.3333333333333333,1
72662,0.3333333333333333,1
72414,0.3333333333333333,1
72376,0.3333333333333333,1
74119,0.3333333333333333,1
74335,0.3333333333333333,1
74433,0.3333333333333333,1
75670,0.3333333333333333,1
76519,0.3333333333333333,1
76473,0.3333333333333333,1
76347,0.3333333333333333,1
76334,0.3333333333333333,1
76038,0.3333333333333333,1
75933,0.3333333333333333,1
75874,0.3333333333333333,1
75684,0.3333333333333333,1
75502,0.3333333333333333,1
74453,0.3333333333333333,1
75378,0.3333333333333333,1
74923,0.3333333333333333,1
74790,0.3333333333333333,1
74782,0.3333333333333333,1
74774,0.3333333333333333,1
74727,0.3333333333333333,1
74702,0.3333333333333333,1
74483,0.3333333333333333,1
72341,0.3333333333333333,1
72120,0.3333333333333333,1
83433,0.3333333333333333,1
72026,0.3333333333333333,1
69713,0.3333333333333333,1
69676,0.3333333333333333,1
69584,0.3333333333333333,1
69555,0.3333333333333333,1
69515,0.3333333333333333,1
69480,0.3333333333333333,1
69392,0.3333333333333333,1
69360,0.3333333333333333,1
69117,0.3333333333333333,1
68912,0.3333333333333333,1
68875,0.3333333333333333,1
68856,0.3333333333333333,1
68616,0.3333333333333333,1
68578,0.3333333333333333,1
68565,0.3333333333333333,1
68396,0.3333333333333333,1
68337,0.3333333333333333,1
68327,0.3333333333333333,1
68266,0.3333333333333333,1
69790,0.3333333333333333,1
69825,0.3333333333333333,1
70031,0.3333333333333333,1
71121,0.3333333333333333,1
71670,0.3333333333333333,1
71577,0.3333333333333333,1
71508,0.3333333333333333,1
71441,0.3333333333333333,1
71406,0.3333333333333333,1
71256,0.3333333333333333,1
71193,0.3333333333333333,1
71175,0.3333333333333333,1
71094,0.3333333333333333,1
70076,0.3333333333333333,1
71075,0.3333333333333333,1
70838,0.3333333333333333,1
70729,0.3333333333333333,1
42316,0.3333333333333333,1
70469,0.3333333333333333,1
70425,0.3333333333333333,1
70211,0.3333333333333333,1
70172,0.3333333333333333,1
76533,0.3333333333333333,1
76631,0.3333333333333333,1
76677,0.3333333333333333,1
76802,0.3333333333333333,1
81711,0.3333333333333333,1
81550,0.3333333333333333,1
81537,0.3333333333333333,1
81420,0.3333333333333333,1
81316,0.3333333333333333,1
81292,0.3333333333333333,1
81291,0.3333333333333333,1
81250,0.3333333333333333,1
81160,0.3333333333333333,1
81115,0.3333333333333333,1
81061,0.3333333333333333,1
81038,0.3333333333333333,1
80964,0.3333333333333333,1
80960,0.3333333333333333,1
80920,0.3333333333333333,1
80904,0.3333333333333333,1
80849,0.3333333333333333,1
80787,0.3333333333333333,1
80738,0.3333333333333333,1
81731,0.3333333333333333,1
81780,0.3333333333333333,1
81945,0.3333333333333333,1
82879,0.3333333333333333,1
83298,0.3333333333333333,1
83242,0.3333333333333333,1
83225,0.3333333333333333,1
83200,0.3333333333333333,1
83125,0.3333333333333333,1
82991,0.3333333333333333,1
82983,0.3333333333333333,1
82951,0.3333333333333333,1
82750,0.3333333333333333,1
82034,0.3333333333333333,1
82676,0.3333333333333333,1
82663,0.3333333333333333,1
82594,0.3333333333333333,1
82576,0.3333333333333333,1
82557,0.3333333333333333,1
82442,0.3333333333333333,1
82428,0.3333333333333333,1
82370,0.3333333333333333,1
80642,0.3333333333333333,1
80572,0.3333333333333333,1
80472,0.3333333333333333,1
77639,0.3333333333333333,1
78306,0.3333333333333333,1
78042,0.3333333333333333,1
78019,0.3333333333333333,1
77991,0.3333333333333333,1
77988,0.3333333333333333,1
77896,0.3333333333333333,1
77802,0.3333333333333333,1
77695,0.3333333333333333,1
77557,0.3333333333333333,1
78480,0.3333333333333333,1
77434,0.3333333333333333,1
77343,0.3333333333333333,1
77262,0.3333333333333333,1
77212,0.3333333333333333,1
76926,0.3333333333333333,1
76881,0.3333333333333333,1
76864,0.3333333333333333,1
76856,0.3333333333333333,1
78324,0.3333333333333333,1
78581,0.3333333333333333,1
80307,0.3333333333333333,1
79502,0.3333333333333333,1
80282,0.3333333333333333,1
80072,0.3333333333333333,1
80068,0.3333333333333333,1
80021,0.3333333333333333,1
79911,0.3333333333333333,1
79883,0.3333333333333333,1
79561,0.3333333333333333,1
79503,0.3333333333333333,1
79459,0.3333333333333333,1
78620,0.3333333333333333,1
79381,0.3333333333333333,1
79362,0.3333333333333333,1
79275,0.3333333333333333,1
79010,0.3333333333333333,1
78953,0.3333333333333333,1
78836,0.3333333333333333,1
78727,0.3333333333333333,1
78683,0.3333333333333333,1
42319,0.3333333333333333,1
99799,0.3333333333333333,1
42250,0.3333333333333333,1
17031,0.3333333333333333,1
18007,0.3333333333333333,1
17682,0.3333333333333333,1
17591,0.3333333333333333,1
17366,0.3333333333333333,1
17232,0.3333333333333333,1
17218,0.3333333333333333,1
17163,0.3333333333333333,1
17057,0.3333333333333333,1
16740,0.3333333333333333,1
19612,0.3333333333333333,1
16584,0.3333333333333333,1
16544,0.3333333333333333,1
16532,0.3333333333333333,1
16495,0.3333333333333333,1
16433,0.3333333333333333,1
16420,0.3333333333333333,1
